,11_SUR,18_DCM,18_SUR,22_SUR,23_DCM,25_DCM,25_SUR,30_DCM,31_SUR,32_DCM,32_SUR,33_SUR,34_DCM,34_SUR,36_DCM,36_SUR,37_OMZ,38_DCM,38_OMZ,38_SUR,39_DCM,39_OMZ,39_SUR,41_DCM,41_SUR,42_DCM,42_SUR,45_SUR,46_SUR,48_SUR,52_DCM,52_SUR,56_MES,56_SUR,58_DCM,62_SUR,64_DCM,64_MES,64_SUR,65_DCM,65_SUR,66_DCM,66_SUR,67_SUR,68_DCM,68_MES,68_SUR,70_MES,70_SUR,72_DCM,72_MES,72_SUR,76_DCM,76_MES,76_SUR,78_DCM,78_MES,78_SUR,82_DCM,82_SUR,84_SUR,85_DCM,85_MES,85_SUR,100_DCM,100_dDCM,100_SUR,102_DCM,102_MES,102_SUR,109_DCM,109_SUR,111_DCM,111_MES,111_SUR,122_DCM,122_MES,122_SUR,123_MIX,123_SUR,124_MIX,124_SUR,125_MIX,125_SUR,MSP114,137_DCM,137_MES,137_SUR,138_DCM,138_MES,138_SUR
VC_0543,0,0,0,0,0,0,0,0,0.263139692,0.135414972,0.299285303,1.892540917,7.122756051,1.062276103,0,0,0,1.345973306,0,0.243633647,0.610170045,0,0.474260452,0.64497699,0,5.194953307,0,0,0.050116409,0,0,0,0,0,0.387063404,0.49160298,0.339498791,0.350124502,1.416404763,1.61670235,1.133086593,7.080867525,7.557163464,0.892811408,2.384972682,9.276662202,4.307424188,0,1.373945966,0.373035987,0.189379571,0,0.999274828,0.406285113,0.222116165,16.41359326,0.527415279,3.510602867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0544,0,0,0,0,0,0,0,0,0,0,0,0,0.488895427,0,0,0,0,0,0,0,0,0,0,1.072702122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019210262,0,4.462355416,0,0,0,0,0,0,0,8.599442024,0,0,5.133143618,0,4.181877273,0,2.248088554,0,0,0.840824727,0,0,0,0,0
VC_0547,0,0,0,0,0,0,0,0,0.798555532,0,0.831649959,1.16540763,0,0,0,0,0,0,0,0,0,0,0,0,0.265758502,0,0.23903887,1.946445347,1.101346797,1.293342749,0,5.278076493,0,3.480441723,6.590571378,8.581261722,0,0,0,0.894689964,1.114896109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.712556309,0.72759285,2.185041701,0.756746195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953577026,0,0,0
VC_0548,0,0,0,0,1.309991822,0.770448684,0,0,0,0,0,0,0,0,0,0,1.338223473,0,0,0,0,0,0,0,0,0.333303383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306240471,0,1.343399631,1.385303209,0.328832272,0,0,0,0,0,0,0,0,0,0,0,1.438051531,0,0,2.749484431,0,0,0,0,3.513651744,0,0.415215782,0,0,0,0,0,0,0,0,0,0,0.875974614,0,0,2.443082718,0,0
VC_0549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46771608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97022034,0.701690322,0.317575469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.350685252,0.213943772,0,0,0,6.883548255,0.195051101,4.291201814,6.853365407,2.335929479,5.317620042,3.49968077,4.043319045,1.100465211,0,0,0,0,0,0,0
VC_0551,0,0,0,0,0,0,0,0,0,0,0,0.47492623,0,0.281357701,0,0,0,0,0,0,0.793927299,0,0.719357297,2.435815591,0,0,0.144899632,0.15695625,0,0.63693297,1.72517657,3.375354751,0,3.65485654,1.952766831,2.413768001,0.99944558,0,0.635192764,1.083973536,1.168990733,0,0,0,0,0,0,0,0,0.248275276,1.64054874,1.557634715,3.591971265,0,2.347743498,0.627646962,0,0.601856913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.020670384,0,0,0,0,0,0,0,0
VC_0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522986741,0,6.202735263,0,0,0,0,0,0,0,0,0,2.023661327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901118955,0.188946465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691578322,0,0.296596108,0,0,0,0,0
VC_0554,0,0,0,0,0,0,0,0,0.371415241,0,1.760550125,0,0,0,4.540297586,6.125477964,0,0.18399837,0,1.817060181,0,0,0,0,0,0.146188876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.230587132,1.321907733,0,0.416736457,0,0.2222693,0,0.103858754,0.573601843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.498484772,0,0,0.475664991,0,0.648113143,0,0,0,0,0,0,0,0,0,0
VC_0555,0,0,0,0,0,0,0,0,0,0,0,0,0.336099081,0,0,0,0,0,0,0,0,0,0,5.963094453,0,0.225722396,0,0,0,0,0,0,0,0,0,0,0.758175812,0,0,0,0,0,0,0,0,0,0,0,0,0.582456133,0,0,0.157028915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71015148,0,0,2.299200077,1.718952788,0,0,0,3.363658434,0,0,11.97161043,0,10.59990573,0.277108447,29.03984842,0,0,0,0,0,2.621736127,0,0
VC_0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500163248,0,0.393833971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535082148,0,0.141350943,0,0.414129286,0,0.472988515,0.254033471,0,0,0,0,0,0,0,0,3.357643975,2.820688046,0.267889814,0,0,0,0.455404564,1.02760424,5.369119806,0,4.25714163,1.407730714,0,8.666296413,3.946378986,3.321200502,2.278074136,3.718348341,0.98469278,5.531378872,0,0,0,8.517184261,0.851940141,0,8.530951211
VC_0557,0,0.582386959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502717792,0,0,0,0,0.59810166,0.841569619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.105615079,1.205987787,0,0,0,0,0,0,0,0,0,0,21.06784456,0,0,0,0,5.044798472,0,0,0
VC_0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.916511731,0,5.658043011,0,0,17.65425146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.268979693,0,0,0.155590061,0,0,0,0,0.272675715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.850751265,1.898897623,0,0,0,0,0,0,0,0,0,0,0,17.78549652,0,0,0,0,0,0,1.000404797
VC_0561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334437614,1.141758464,3.033575828,1.859035067,0,0,0,0,0,0,0,0,0,0,0,2.687856885,2.455182286,0,0,0,0,0,10.79610896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.616468433,0,0,0,0,0,0,0,0,0,0,0,0
VC_0565,0,0,0,0,0,0,0,0,1.827572243,0,0,0,0,0,0,0,3.517566629,0,0,0,0,0,0,0,0,0,0,0.164786806,0,0,0,0.20670879,0.303811391,0,0,0.94789276,0,0,0,0.250051294,0,0,0.196181216,0,0,0.477368858,0.294041852,0,0,0,0.31291347,0.392696945,4.864460034,1.631197102,4.963476633,0,0.183675486,2.067048669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0566,0,0,0,0,0,0,0,0,0,0,0,0.703075049,8.55865282,1.246402228,0,0,0,0,0,0,0,0,0,0.133961496,0,1.166771285,0,0,0,0,0,0,0,0,0,0.186502803,0,0,0,0.282816961,0.353882621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.990192676,0,0,0,0,0,0,0,0,0,0,0.246266864,0,0,0,0,0.682704819,0,2.073182178,0,9.091658204,0.381354928,0,0,0,0,0,0,0
VC_0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264596872,0,6.049388364,0,0,0,0,0,0,0,0,0,0,11.64814764,0,1.38848108,5.551691066,5.465245969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692485962,0,0,72.13096489,0.194092632,7.144830142,0.188857754,56.17277394,0,0,5.236080695,0,0,1.660123639,0,0
VC_0570,1.41358722,0,0,10.21253556,40.15877695,4.859018863,4.376594587,0,0,0,0,0.255161479,0,0,0,0,0,0,0,0,0,0,1.230260778,0,0,0,0.321325923,0.237775075,0,1.139903888,0,4.123298647,0,1.627617996,5.734633769,2.666935793,0,0,0,0.305456752,0.347506354,0,0,0,0,0,0,0,0,0.554036706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.593678039,0,0,0.424778668,5.477324328,2.04967383,0,0,2.485377745,0,0,0,0,0,0,0,0,0,0,0,0,0.382270279,0,0,0.277172859
VC_0572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778449674,0,3.314456087,0,0,4.604553124,0,0.300450645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213698115,0.267190259,0,0,0,0.524595138,0,0.79054002,0,0,0,0,0,0,0,0,2.192542674,0,0.722451672,0,0,0,0,0,0,0,3.951338435,0,0,0.359381872,0,0,0,0,1.665508343,0,12.75143151,0,0,26.56663212,0,10.61956008,0,11.84997216,0,6.894302993,0.781304115,3.097769149,0,0,3.835188336,0
VC_0576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080112486,0,0,0.240023731,0,0,0,0,0.295479347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541568277,0
VC_0578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121245516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273539738,0.249979983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.660982572,4.174935098,0,0,0,0,0,0.680952746,0,1.612517593,0.448663934,1.239958196,0,1.037365871,0,0,0,0,0,0,0
VC_0580,9.877375064,0,2.235531386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745639749,0,0.316351951,0,0,0,0.309453077,0,0,0,3.325312981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.074874704,2.29047814,1.165871785,3.901433246,0.29926343
VC_0582,0,0.95027034,0.254600363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702805578,1.590143755,0,0,0,0,0,0,0,0,0,0.585380835,0.744204962,0,1.575883485,0.370313963,0.374884771,0,0,0,0.393728758,0,0,0,0,0,0,0,0.686742625,0,0,0,0,0,0.95643159,0,1.139918576,9.916278462,2.92284887,5.886315957,0.196412187,0,0.371832755,0,0.596117735,3.545770126,0,0.361840676,3.165172877,0.463050763,4.453350669,0.616172889,1.350954208,0.307756149,0,0,0,0,0.337888923,0,0
VC_0583,1.692807756,1.582315765,1.871444552,1.808472714,1.581803516,0.748439298,0.661357229,0,0,0,0,0,2.553531215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209412527,7.511527643,2.330900111,0,1.270864791,0.57226707,0.270792119,0.932662906,0,0.285372562,0,0.241104006,0,0,1.216409681,0,0,0,0,1.817593251,0,0.152531299,0,1.254209371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469445899,5.824984784,7.456214728,16.6877062,30.7133985,14.70209515,0,0,0,1.683349325,0,0.565687636,1.590265623,1.29296988,1.427980466,0.763645907,0.235492189,0,0,0,0.348133748,13.38979508,0.862045888,0,2.352745386
VC_0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.42548533,24.17495615,20.48230585,19.51211259,0,1.399467491,0,0,0,0,0,0,5.441095825,6.605200249,6.909313175,0,4.438870731,1.363418811,2.05837296,0,0,0,0.887987835,0.986410695,0,0,133.1645976,0,0.744816796,3.018196138,0
VC_0586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.537919909,1.202552662,0,1.167518323,0,0.203476555,0.619507195,0,2.972495667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0588,0,0,0,0,4.330090111,0.861964363,0,5.996713447,0,0,0,0,0,0,0.444321881,0,0,0.630642382,0,0.44142153,1.212760589,0,1.037379704,1.178663204,0.614946313,0.518211957,0.442353468,1.132240023,0,0.865994971,1.877246177,2.353784064,0,1.864665432,0.96803691,1.23298536,1.21598533,0,0.754630725,0.58942787,0.767682664,0,0,0,0,0,0,0,0,1.03241333,0.041792647,0.841014305,0.955976043,0,1.073433018,0,0,0.801246287,0,0,0,0,0,0,0,0,0,0,0,0,0.475881172,1.081334063,0,0,0,1.557531722,0.345827817,1.655067034,0.567734451,4.848273742,4.663748627,6.032215454,0,9.06634588,0,0,0,0.871549969,0,0,0.797394153
VC_0589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240420518,0,0,0,3.013935925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.95477069,6.871809846,0,0,2.505363934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389106874,0,0,0,0,0,0,0,4.83879145,0,0,0.195289052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.745879755,0,12.42424971,0,0,12.66525277,0,0,0,1.047577792,0,0,0,0,1.347711065,0,0,0,0.373266337,0.703579143,0,0,0,3.262265276,4.476899958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421354615,0,0,0.174467996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.651747002,0,0,3.004380474,0
VC_0594,0,0,0,0.441740028,4.674292531,3.423211105,0,3.929687985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907026151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872499676,0,0,1.733856608,0,4.892494876,0,0.452557065,0,0,0,0,0,0,0,0
VC_0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.66267704,22.4579709,0,0,0,0,0,0,11.68941466,0,0,0,0,0,0.505390956,0,17.95069441,0,0,0.771957539,0,0.930754582,0.30974136,0.835540703,0,10.18966033,0,0,0,0,0,0,0
VC_0598,0,0,0,0,0,0,0,0,0.202879948,0,1.624909014,0.91709976,0,0,0,0,0,0.428163592,0,0.418749255,0.798565956,0,0.857176622,0,0.700541967,0.237249636,0.209797443,0.063062393,0,0.081178914,0,0.62731882,0,0.156056507,0.556596769,0.064901023,0,0,0.207113935,0,0.317560226,1.916686733,1.579201927,0,0,0,0,0,0.112266907,0,0,0.1755354,0.313841501,0,0.73330538,0.119182155,0,0.24759074,0.152473821,0.801546534,0,0,0,0,0,0,0,0,0,0,0,0.104011446,0,0,0,0,0,0,0,0.084999832,0,0,0,0,0,0,0,0.565348073,0,0,0.109933478
VC_0599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56234935,0,0.235762666,0.714347638,0.639132489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.80484932,0,0,2.432020535,0,0,0,0,3.280538377,0,0,8.759296635,0,0,10.37918944,0,7.796976981,0,35.53231235,0.40171141,0,0,0,0,0,0,0
VC_0600,0,0,0,0,0,0,0,0,0.150078814,0,0.611819614,5.774320399,0,1.938265717,3.507486501,4.466742457,0,4.272083773,0,9.820849639,1.074110225,0,2.047480288,0,0,0,0,0,0,0,0,0,0,0,0.218213572,0,0,0,0,0,0,0,0,1.353454003,0,0,0,0,0.096494003,0,0,0,0,0,0,0,0,0,1.490731122,4.457941795,0,0,0,0,0,0,0,0.643927333,0.0987121,0.155610749,0.165935659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102034718,0,0,0
VC_0602,0,0.75883452,0,11.6137481,2.080925788,2.311864925,3.409429998,0,0,0,0,0,0,0,0,0,0,0,0,0.365351389,0,0,0,0,0.818604756,0,0.710877208,11.68160607,4.50564237,5.554863165,0,1.584345137,0,2.307665737,0.68672536,0.84754763,0.430449609,0,0.98750652,1.324736751,0.937277817,0.213004619,0.191819887,1.841937796,5.251318111,0,3.626934335,0,2.537040235,0.285405694,2.258635432,1.938040619,2.101496867,0,3.023526075,0.589006915,0,0.741757866,0,0,0,0,0,0,1.029959541,0,0,0,0,0,0,0,0,0,0.428725814,1.496155712,0,2.263900253,0.514414407,3.394820041,1.907672201,3.376955082,0,1.585800397,0,2.191646061,0,0,0,0,2.926579872
VC_0604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317418935,0,1.817758905,0,0,6.017379587,0,0,6.663727618,0,0,0,0,0,0,0,0,0,0,1.67206151,1.972087364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31388603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91137486,0,0,0,0,0,0,0,0
VC_0605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.93242736,0,0,0,0,0,0,0,14.642311,0,0.362493086,12.65448208,0,5.145322966,1.051666282,4.352282074,0,3.516006461,0,0,0,0,0,0,0
VC_0606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31998189,0,0,0,0,0,0,0,0,0.237094093,0,0,0,2.812178727,0,0,0,0,0,1.970748738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08187585,4.255414917,7.958464141,5.078264464,0.792105827,0,0,0,2.334139839,0,0.442433616,17.62292531,1.311743961,2.105003146,0.859775285,1.503369804,1.718040886,0,6.049463843,0,0,2.876697852,0,0
VC_0607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81880065,0,2.121705027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.156246426,15.7280658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930499442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16063714,3.141586448,0,2.46489479,1.185990907,0.421867136,0,0.258299268,0,0,0,0,0,0,0,0,0,0,0,0,0.35611026,0,0,0,3.352365202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358256483,1.60486065,0,0,2.535275303,0.255449943,0,0,0,0,0,0,0.178267882,0.425424371,0,0,0,0,5.336865149,0,0,0,0,0,0.289078039,0.199186758,0
VC_0609,0,0,0,0.18397039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546537261,0,0.304288945,0,0,0,0.335623384,0,0,0,0,0,0,1.504410233,1.591333186,0,0.403275999,0,0,0.287763418,0,0,1.682817348,0.251819592,0,0,16.19016247,0,0,0,0,0,0,0,0,0.167038471,0,0,0,0,0,0,0,0,0,0,0,2.217325429,0,3.229809279,0,0,0,4.619515877,0.450553284,0.840090504,0,1.34206337,1.40485757,0.528912034,3.948322758,0.322011063,7.462561628,4.423894767,9.663713183,0,6.6731494,0,0,0,0.595829476,0,0,0
VC_0610,0,0.581347562,0,0,0,0,0,0.607830524,0.46318084,0,0.501417655,0,0,0,0,0,0,1.47427554,0,0.976270687,1.429490112,0,1.171937654,0.57906574,0.74598641,0.474955446,1.483292996,0.337562631,0,0.904385376,0.515396806,0.353898028,0,0.400450089,0.314161642,0.688977583,2.22049827,0,1.642106825,1.695027141,1.755833493,0,0,0,0,0,0,0,0.560880131,0.646348315,1.355982391,1.894807235,7.580786953,0,11.77010901,1.200775005,0,1.411144615,0,0,0,0,0,0,0.640593964,0,0,0,0,0,0.160326091,0.4127238,1.399966723,0,0.497238877,1.061532834,0,0.194555118,2.858417169,0.875018608,1.018465418,0.700871388,1.449626879,0,0,0,0,0.585829544,0,0,1.148341756
VC_0612,0,0.695642916,15.32962234,1.038602933,4.782548607,0,3.968280073,0,0.953780035,0.329599422,1.520126658,0,0,0,0,0,0,0,0,0,0,0,0,0,8.175737056,0,5.352500623,0.552279143,0.393528085,0.265824829,0,0,0,0,0,0.46376678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245744997,0,0.608214195,0,0,0.625681759,0,0.488715332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432552938,0.187158102,4.308029761,0,2.399661426,1.225515633,3.230535958,0,1.999834794,0,0,0,0,0,0,0
VC_0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366353909,0,5.370085311,4.801234811,4.130038461,0.444449564,0,1.184746276,0,0,0,0,0,0.060330596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179081876,0.671047171,0,0,0,0,0,0,0,0.167837433,0.312413708,1.545704972,0,16.7994807,0,0,0,0,0,0,0
VC_0616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397703445,0,0,0,0,0,0,0,0,0,0,2.101687163,0,0.514583979,1.612036834,1.601357141,0,0,0,0,0,0,0,0,0,0,0,3.339114378,0,0.679162732,2.396379578,0,0,0,0,0,0,0,0,4.628488786,0,0,0.674995666,0,0,0,0,9.760022355,0,0,0,0,0,0,0,0,0,1.68980415,0,0,0,0,0,0,0,0
VC_0617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.872616452,0,3.55979441,5.09682257,0,6.296590868,0.124839618,4.175090341,0,0.853869582,0,0,0,0,0,0,0,0,0,0,0,1.136610199,1.094032877,0,0,0,10.7622674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932902745,0,0.111516159,0,0,0,0,0.209444976,0,0,0,0,0,0,0,0,0,0,5.129448993,0,0.119450396,0,0,0
VC_0618,0,0,0,0,0,0,0,0,0,0,0.436376268,4.576363007,2.354473748,4.61783779,17.66284815,9.327768665,0,0,0,1.152443699,0.789953171,0,0.998350498,3.515034153,0,3.07938252,0,0,0,0,0,0,0,0.19872148,0.913546516,0.481913805,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33902078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707243002,0,0,0,0,0
VC_0619,0,0,0,0.687512804,6.500849524,0.639698588,0.302378735,5.589922318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13435724,0.305972869,0,0,0.148486139,0.150820644,0,0,0,0.477990736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81138523,0,0,0,0,0,0,0,12.23322238,0,0,4.342150812,0,0,16.90798877,0,6.375356268,0,5.693367972,0,0,0,0,0,0,0,0
VC_0620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331190067,0,4.587943706,4.275941201,3.979712746,0.452783696,0,1.062674077,0,0.947327472,0,0,0,0.060330596,0,0,0,0,0,2.741180573,0.849988669,0,0,0,0,0,0,0,0,0,0,0.179081876,0.671047171,0,0,0,0,0,0,0,0,0,0.846994579,0,9.135124852,0,0,0,0,0,0,0
VC_0622,0,0,0,4.786569865,0,4.948647349,7.420738394,1.104307223,3.301510483,0,0.197723743,0.357270599,0,0.224364059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55465092,0.565943763,0.788050158,0,0.185137766,0,0,0.184044757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109340622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.010108992,0,0,0,0,0,0,0,0.857952346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0623,0,0,0,0,0,0,0,0,0,0,0,0,3.233477605,0,0,0,0,0,0,0,0,0,0,0.227815643,0,0,0,0,1.821248187,0,0,0,0,0,0,0,0,0,0,0.160910728,0,1.897729419,2.191215077,0.876838625,0,5.225975665,0,0,0,0,0,0,0,0,0,0,0.339426683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19014172,0,0,0,0,0,0,0,0
