,11_SUR,18_DCM,18_SUR,22_SUR,23_DCM,25_DCM,25_SUR,30_DCM,31_SUR,32_DCM,32_SUR,33_SUR,34_DCM,34_SUR,36_DCM,36_SUR,37_OMZ,38_DCM,38_OMZ,38_SUR,39_DCM,39_OMZ,39_SUR,41_DCM,41_SUR,42_DCM,42_SUR,45_SUR,46_SUR,48_SUR,52_DCM,52_SUR,56_MES,56_SUR,58_DCM,62_SUR,64_DCM,64_MES,64_SUR,65_DCM,65_SUR,66_DCM,66_SUR,67_SUR,68_DCM,68_MES,68_SUR,70_MES,70_SUR,72_DCM,72_MES,72_SUR,76_DCM,76_MES,76_SUR,78_DCM,78_MES,78_SUR,82_DCM,82_SUR,84_SUR,85_DCM,85_MES,85_SUR,100_DCM,100_dDCM,100_SUR,102_DCM,102_MES,102_SUR,109_DCM,109_SUR,111_DCM,111_MES,111_SUR,122_DCM,122_MES,122_SUR,123_MIX,123_SUR,124_MIX,124_SUR,125_MIX,125_SUR,MSP114,137_DCM,137_MES,137_SUR,138_DCM,138_MES,138_SUR
VC_0180,0,0,0,0,0,0,0,0,0,0,0,0.255895806,0,0.554535592,0,0,0,0,0,0,0,0,0,0,0,0.963537895,0.607231679,0,0,0,0,0.301617701,0,6.053852898,4.566186874,5.247714797,0.263418123,0.290131213,0.741611624,1.749477523,1.398640677,0,1.17647314,0.57765032,0,5.255917472,0,0,1.013108667,0,2.060171708,1.22927116,2.354255639,0.390390765,0.616818205,8.002746452,1.140710257,2.739867996,0,0,0,0,0,0,1.716001595,2.098958287,0,12.72979487,0.841839135,1.916575574,0,0,27.5462722,0,0,19.53418632,0.193482113,10.66951809,37.76129075,3.067440558,16.43468464,4.837456827,53.88973386,7.568385731,0,0,0,0,1.133349586,0,0.237034165
VC_0183,0,0,0,0.473351777,6.542642232,4.249206771,0.390610596,0.962956051,1.536832034,0,5.081137762,0,4.053485311,0,1.367365592,0,0,0.695381763,0.745209615,0.595546827,0.797185257,2.067996277,0.763397604,13.44124958,0,7.375668083,0.368962168,0,0,0.220773288,11.92389162,0,0,0.193306259,0.466408439,2.172893587,5.677749091,0,1.058576437,1.500914032,1.710576374,2.313866429,3.167932343,0,3.094303055,0,1.693850942,0,1.307364406,4.02411471,0.312874123,0,1.027493492,0,0.180277615,1.151502205,0,0.302097532,0,0,0.166961071,6.370103865,1.151914622,4.653476599,1.378301555,7.904540145,0.291228656,5.865446523,0.806199986,0.275239099,6.650095184,3.378320558,3.553444515,2.185504766,14.37582433,8.539809403,0.788484919,1.035132667,17.75674593,0.920785838,10.81578356,1.69128152,27.27420616,2.76182827,5.633083108,0,2.900219556,0.46538278,3.750459971,3.916969234,4.828933046
VC_0184,0,0,0,0,0,0,0,10.94092359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.304426658,0,1.454017383,0,0,0,0,0,0,0,1.636123647,10.26474654,0.722347811,1.042103581,0,1.122569848,5.384002461,4.899596739,1.171020017,1.648760575,0,6.16948469,0,7.669719896,0,2.763072509,0,0,0,9.782894353,0,1.916094614,1.291225465,0,0,0,0,0,0,0,0,24.84202902,0,0,0,0,0,0,0,28.47984644,0,1.007730471,0.549327629,0,0,4.092177844,0,11.89175727,0,0.392516981,0,0,0.320099132,0,2.581089471,3.491119814,0,0.879035178
VC_0187,0,0,4.422681617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.21594482,1.50532627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0190,1.139384753,18.21826107,2.536302618,0.849576288,5.07435367,4.653410492,1.188917571,4.954677955,0,0,0.28742331,0,1.271338873,0,3.723547726,0.676323451,0,2.21457385,0,1.862545615,1.436242638,0,1.129154516,2.506283165,0.654773825,0.200522402,0.809617971,0.571244207,0,0,9.558197287,2.31228248,0,2.885963276,3.958662962,9.083822549,3.300989335,0.984638781,1.345420155,3.299421346,3.747043209,0.69871899,0.776420332,0,7.839713082,1.234251358,5.005710182,0,1.177091952,8.871748568,3.589930386,3.168722301,3.504103869,0,1.656038509,2.366738301,0.416619984,2.049884133,0,0,0,0,0,0,5.784316189,2.162304552,21.44999838,0,0,0,0.225810725,0,1.687317165,0.642565237,11.73142896,12.23886317,0.475854376,7.225000127,20.1707505,9.087845011,26.53184991,9.754259198,39.73989238,20.67198515,0,0.367816469,0,2.410837737,5.808453285,0,9.432500533
VC_0191,3.336212925,0.251960838,0.490821632,5.221677349,1.913300521,0.545568453,3.640897064,2.413284083,1.491003588,0.496854583,2.327122963,1.900077395,0.233161696,1.205377691,0,0,0,0.529898128,0,0.840121394,2.976213286,0,2.113360137,0.948906292,3.59454372,0.282524167,2.916148734,11.20411796,3.63933429,13.35767347,0.506577622,36.4052745,0,11.42925865,5.14934251,8.921758721,1.392662552,0,2.231411428,4.630869557,5.155421224,7.54104261,0.568388709,0.703100368,0,0,0,0,1.494562597,0.553927894,2.025496394,2.549501426,4.11714979,0,2.535759404,3.610981475,0,6.595169233,0.482965251,0.295456596,1.706097995,4.610344147,0.656722994,7.727368178,2.886422362,0,2.702872152,3.589626132,5.895615814,10.60841492,32.416279,10.03615992,5.179940934,0,9.492572755,1.637259588,0.466228358,8.698887376,0.737304772,8.965247781,3.788120137,8.70120045,9.257336461,4.848483316,0,0,0,2.609076319,0.944877248,0,10.95738281
VC_0194,0,2.362641385,5.89453338,0,2.707943383,0,0.20561765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136681727,0,0,0,0,0,0,0,0,0,0,4.539317161,0.241653233,0.314134902,0,0,0,0,0,0,0,0,0,0,0,1.017717789,0,2.7178315,14.20905568,0
VC_0197,0,0.250102707,0,0,0,0,0.309383706,3.625318496,2.758243376,0,10.81181852,3.153995748,21.29362072,2.679657538,0,0,0,0.646841943,0,0.199997413,0.145826847,0,0,1.723843179,0.99668847,3.210659553,0.961226374,0.609574223,0.43330543,1.59594951,2.581479321,0,0,0.422201343,0.404983838,0.359818166,8.484706967,0,0.575298001,0,0,0.474536533,0.349021832,0,0.697862861,0,0.389580578,0,0.277261593,0.404741959,0,0.483694287,1.409041807,0,2.188307691,1.849276091,0,0,0,0,0,0,0,0,1.319434341,0,0,0,1.089796,1.710963775,2.076548436,2.333573071,0,0,0,1.950785625,0.149597688,2.482131756,4.931163672,2.903128148,3.445048905,3.351453535,10.77831686,11.12048422,0,0,0,0.854754699,0,0,0.357355495
VC_0198,0,2.471061155,8.850492772,0,0.46583983,0,0,0,0,0,0,0,0,0,0,0,0.079318877,0,0,0,0,0.940345603,0,0,0,0,0,2.74198605,1.695232249,0.591988455,0.725909307,3.490336455,0.209383136,1.022608621,0.847197374,0.999470247,0.837369281,0,0,0.423683439,0.429120392,0.978771806,1.6432396,0,3.023288997,0,0.629753088,0.870620614,1.89565052,12.20665529,18.09661563,8.781470677,1.24424669,0.484009271,0.622163124,25.35172749,0.36833327,17.8180007,0,0,0,0,0,0,0.631746153,10.43909517,1.235623885,1.88046379,30.74003162,59.09668951,4.191407269,1.783086546,1.09197303,2.399892461,5.27150176,34.22018451,0.14261783,0.576782894,15.58835958,0.511715692,26.10241075,0.645224197,22.671964,0.326279766,0,1.775617386,0,0,1.767920562,0.339646855,0
VC_0201,0,0,0,0.29787025,0,0,0,0,2.736909973,0,8.54682829,21.07776515,0.279222157,2.80306589,0,0,0,0,0,0.323951895,0.214594938,0,1.095882194,0,1.419355311,0.544428678,0.701888624,0.520498499,0.406784608,0.573999949,0,2.773188459,0,4.999818714,12.61240793,22.25656016,0,0,0,2.318265507,3.655335639,0,0,2.344526378,0,0,0,0,0,0,0,0,0,0,0.16107247,0,0,0,0,0,0,0,0,0,0,0,0.257969674,10.57333445,1.858864187,4.882823598,3.808955568,1.7051753,0,0,0,0,0,1.371911161,0,0.441650785,0,0.907403471,0,1.683209978,0,0,0,3.116167558,0,0,0.654080609
VC_0202,0,4.546567433,0,0,0.385771454,0,0,0,0.50976755,0,3.075410671,5.108758269,1.654370627,4.407180811,1.545491247,0,3.238676196,3.684676816,6.609325337,2.108371928,2.327587275,7.436914855,2.018043522,5.414278619,0.863484625,0.872956278,0.647014423,0.232278332,0,0.621147001,5.428756512,0.312594346,0.297452853,0.943006108,1.144852068,2.070347772,9.525586294,0,2.129607484,3.390781312,3.323880324,0,0,4.353444076,0,0,0,0,0.230058428,0.783324071,3.651893682,1.453134011,0,0.619616732,0,3.750359382,0,1.947706193,0,0,0,0,0,0,1.344281743,4.829359897,5.91712548,0,2.796988665,0.368995276,0.585795427,0.739262804,2.243915028,1.785114154,2.835628975,12.48990245,0.77287085,6.022338549,13.45761614,7.012767988,31.34597053,12.40899849,17.58888933,4.544227596,0.683036856,0,0.459694558,0.451554148,0.478453497,0,0.949696532
VC_0203,0,0,0,1.892154609,0,0,0,0,0,0,0,0,0.423581043,0.291814915,0.277150978,0,0,1.858173187,0,0,6.358562103,0,4.04220045,0,0,0.379301759,0,0.238306761,0,0,7.929162508,0,0,0,0,0,1.687132604,0,0.357502035,0,0,0,0,0,0.530297825,0,0,0,0.207054199,3.986846181,0.429134506,0.312543305,0.537387671,0,0,0,0,0,0,0,0,0,0,0,4.521496556,0,2.654192637,0.419153191,0.958173587,1.500521391,17.52834599,3.606664877,6.32993442,0,17.22777473,53.31069176,0.176958505,6.200371599,27.42056882,4.088665791,35.55627721,10.33043795,18.38346192,1.986768081,0,0,0,1.980999629,0.443591849,0,0
VC_0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2456611,0,0.415352517,0,0,0,0,0,0,0,0.246300612,6.781008144,0,1.060707733,6.013018453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0206,9.987621632,3.700005959,0.881434582,9.280010127,7.370540341,2.982938833,9.342264278,6.94850695,4.840246027,0.096414175,3.977046491,1.027800957,2.009786394,0.845257476,10.97099748,14.02239588,0,6.060520628,0,13.75588359,1.990455888,0,1.95803175,0,4.834568114,0.738358184,0.431270522,0.186703435,0,1.209999704,1.145116126,0.492029719,0,0.426368564,0.431294573,0.032212049,0.085209549,0,0.699681682,0.087417088,0.244994625,0.106100182,0.059392277,0,0,0,0.046325699,0,1.927423334,0.461298239,0.092591846,3.465728653,0.089569351,0,0.529784652,2.535831346,0,1.884449806,0,0,0,0,0,0,0,0,0,2.608214036,0.627825902,1.121732705,0,0,0,0,0,0.597149248,0,0.727394297,0,0.990585967,0.423196581,0.777435138,0,0.404465322,0,0,0,0,0,0,0
VC_0207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972733218,2.817589424,0.883810234,0.648906557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0208,0,0,67.27002499,9.119259396,0.214746377,2.442395385,19.53652866,4.722122041,1.519841077,0,0.29191613,5.869846163,0,8.821037131,3.279761439,10.09312731,0.857401073,75.48809397,1.450707799,34.91238119,21.41229274,0,18.40809765,1.635691329,10.29964656,0,1.449120882,0,1.63143825,0,0,0.360080142,0,0,0,0,0,0,0,2.129317008,1.152798836,0.910640757,1.246266371,2.265376857,2.577250368,0,8.006433008,0,0,0,0,0,0.541609313,0,0,0.949794143,0,0.922425287,0,0,0,0,0,0,0,0.216774594,0,3.90539224,7.689893135,8.544555058,2.725808108,7.488372688,0,0,0,0,0,0,1.554567866,1.151975995,1.515279422,2.572961224,0,39.02287659,0,0,0,3.674957538,0,0,0
VC_0209,0,0,0,0,0,0,0,1.177409226,0.752067035,0,3.972082816,2.811821613,0.619059578,0.403795933,15.47325156,19.8176822,0,0,0,5.386819344,0.892741308,0,3.08228587,0,0,0,0,0,0,7.166828714,0,0.821712718,0,0.17213136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8890863,0,0.214214376,1.520580825,0,2.009583208,0,0.889462315,0.358264013,0,0,0,0.391797844,0,0,0
VC_0210,0,0,0,0,0,0,0,0,0,0,0,0,6.408401087,0,0,0,0,0,0,0,0,0.19517431,0,0.361343348,0,0.211978779,0,0,0,0,0.481323625,0,0,0,0,0,0,0.239899772,0,0,0,0,0,0,0,0,0,0.762868599,0,0,1.687033807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.802540478,0,0,0,0,0,0,0,1.106739368,0,53.50098054,0.367180024,0.633504237,134.1174814,0.712019528,69.53328503,1.316178372,339.4694104,0.739177445,0,0.588656271,0,0,0.888818296,0,0
VC_0214,0,0,0,3.407466978,0,0,0,0,1.210214267,0,0,3.530921363,0,3.637495058,0,0,0,0,0,0,0,0,0.050517627,0,3.352677861,0.408014484,0,0.367407837,1.492194151,0,0,0.368425187,0,0.368098169,0.197974223,0.15152663,0,0,3.464181167,1.076176707,0.303719724,9.731852323,11.37931728,5.858389638,0,0,0.077636935,0,0,0,0,0.252659954,0.744277293,0,0.904530837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883245858,0,0,0,2.188356016,0.258861831,8.050147908,0.209005438,3.389088432,1.669098906,4.875990813,0,3.548491441,0,0,0,0,0,0,0
VC_0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41734732,0,0.263591153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0216,0,0,0.790752929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0217,0,0,0,0,0,0,0,1.465380312,0,0,0,0,0,0,0,0,0,7.545513224,0,1.340415779,0.342835372,0,0.310245928,4.063199581,0,0,0,0,0,0,0.167427752,18.80150027,0,0,0,0.387501871,2.689464455,0,2.340383347,2.572094603,2.977714908,0.302275399,0.302483766,0,0,0,0,0,5.372337526,0,1.106408687,0.66813875,0,0,0,0,0,0,0,0,0,0,0,0,8.910964494,0,0,0,0,0,0,0,1.860108196,0,2.951584194,0.577190477,0,0,13.69639061,7.232958252,6.363008751,10.94499823,4.201272113,10.95920206,0,0,0,0,0,0,0
VC_0218,0,0,0,0.532908436,3.90321255,1.704338139,0.437550892,0.546865382,0.97513412,0,5.785180862,1.619135425,9.812158445,1.028125898,0,0,0,0.329937841,0,0.260768575,1.557742529,0.287049699,1.837735288,2.070158544,0,0.522680156,0,0.513751295,0,1.757172217,10.27775399,3.162210551,0,5.26840395,3.795702366,6.842163749,6.936383804,0.515447585,1.899004958,5.0730854,5.439766869,1.976753444,1.981342572,0,3.280260505,0,1.235499585,0,0.514743331,5.320232611,0.672354871,0,4.531096599,0,5.630987534,1.904929407,0,1.344011079,0,0,0,0,0,0,1.560049111,0.334154644,0,2.111367683,0.745399911,1.935669582,0.298754819,0,1.680963818,0,0.884697255,8.273274895,0.193550013,1.830415984,177.7492051,3.472156822,30.78444728,3.292858597,87.70503595,6.142209612,0,0.440438136,0,0,1.552973117,0,1.931087092
VC_0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602942437,0,1.706288016,4.398165717,2.779171455,0,0.468692539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0220,0,2.927048794,1.067087387,0.428517996,1.360460734,0,0.512840817,0,0.335628061,0,1.600771695,7.741299193,7.746785865,16.53697201,18.41160168,24.47753242,0,7.086507711,0,10.78356984,10.60953062,0,9.003330263,1.755638803,0.88927099,0.423562669,0,0,5.678627002,0,0,0,0,0,0,0.22339828,0,0,0.114061329,0.306086596,0.108997224,0.190556247,0,2.406285715,0,0,0,0,0,0,0,0,0.350777062,0,0,0,0,0,0,0,0,0,0,0,7.40298268,0,0.551470233,4.332290811,7.913275735,11.80756206,0.671024676,1.128615165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0223,35.56836167,0,2.134457714,1.747883352,0.851917211,0,4.008230847,0,3.80075068,1.349320288,2.672680624,0,0,0,0,0,0,0,0,0,0.264430851,0,0.288584381,0,0,0.217359851,0,1.507830961,0.265911798,13.68105582,0.871072715,6.903601558,0,3.777392254,10.1017534,13.95961659,0,0,0,2.883518228,3.250765238,0.674508909,1.032349455,0.797025847,0,0,0,0,1.458318204,11.57663217,0.115726296,0,0,0,0,0.475789572,0,0,0,0,0,0,0,0,0,0,19.12978781,6.517245676,3.534887317,9.669209711,2.162401445,0.485127878,4.794479885,0,4.488132783,0,0,0,0,0,0,0,0,0,0,10.91709826,0,11.85834621,0.606081806,0,7.202200876
VC_0224,0,8.769836174,5.624432111,12.541129,13.71576344,6.575791841,16.52396957,24.50919729,0.547386191,0,4.688652582,1.136408704,3.500248771,0.573809714,1.270013605,0,0,2.470601251,0,0.779388436,0.780176243,0,0.806000339,0.953991433,1.018986071,0.510837904,4.887542023,7.937169615,4.214924583,6.919737399,2.891063325,2.335850401,0,2.911112307,1.089525427,1.167400543,7.321958977,0.355909129,2.128261282,3.470196289,3.314754617,0.711839275,0.517261014,0,9.641057038,1.326027465,4.067897754,0.430887482,3.86827391,4.930681493,2.940613804,1.45174009,1.752114391,1.675829228,1.080391496,3.269292252,3.19536308,3.191679403,8.033751803,2.793146189,2.234463123,3.393412956,2.715196664,2.34341447,3.877502905,0,4.504778688,2.382173243,8.507274564,14.31492019,3.228290647,2.708354652,4.859065644,0,8.089469559,76.87353766,0.814553786,12.86428361,25.82795857,15.63026161,47.59648323,15.66822877,19.65625812,37.48037666,0,0,0.479470076,9.8082304,0.465731203,0,5.39865926
VC_0226,15.6980246,2.684577738,0.355462021,1.351105048,1.19334208,0.284751021,4.016800319,0.912435341,1.774770701,0,3.454476377,2.331495913,4.574615303,0.608747724,5.840278493,5.255663286,0,4.010732237,0,5.575344639,1.978640509,0,1.601506071,0.346991657,1.420805931,1.898413295,0.706181222,0.154069758,0.188841506,0.162678539,1.612590386,2.685874703,0,1.246427802,1.966190719,1.355323196,2.534943056,0,1.99806307,1.845316344,2.047835593,2.44672698,0.729988956,0,1.912719256,0,1.148732015,0,11.63613535,2.97358602,0.307129287,2.33397088,2.145536284,0,2.519003124,3.570676478,0,1.527746776,0,0,0,0,0,0,0.721040693,0,0,0,0,0,0,2.493369318,0,0,0,0.942725003,0.506763039,4.253279822,2.02321627,8.092281357,1.702923301,4.063999335,0.381497994,4.068862607,0,0,0,7.282266945,0,0,0.930835806
VC_0227,0,0,0,0.385306239,3.472362839,1.600019245,0.524036844,1.160367535,5.196049479,0,10.13844662,4.311782802,7.032393739,2.812635817,1.542596631,0.362089506,0,1.875068753,0,2.313748415,1.765223984,0,1.598526534,3.120746404,0.661758921,2.804438892,0.770261478,0.167929499,0,0.549729038,3.220875246,1.499334958,0,2.256006801,7.108444938,3.242466903,5.087630931,0,2.316024052,2.436892754,3.164566759,2.624853841,0.921915245,0.930483472,1.653025414,0,1.141318892,0,0.470722298,5.976126096,0.70881429,2.888918457,2.908640395,0,1.841991367,3.434122855,0,1.002953689,0,0.693727068,0,50.68050551,0.627173194,4.964080617,2.276065785,0,0,9.522850612,0.650285036,0.936301192,0.783632113,1.34823568,0,0,0,3.053226409,0.188724813,1.207021316,5.070186311,2.591730907,3.314255222,1.807814078,3.208627236,11.28476358,0,1.008400132,0,5.488889204,0,0,1.666023772
VC_0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270964965,0,0,0,3.281394866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0233,0,0,0,1.321986437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26511274,0,0,0.332419575,0,0.645811327,0,0,0,0,0,0,0.596583353,0,0,0,0,2.791744236,0,0,0,1.030805625,0,0.188766055,0.63142281,0.880733388,0,1.388673332,0.455476389,9.622787418,0,0.516997027,0,0.819662554,0,8.686740201,0,1.897922103,0.358609491,0,0,0,1.480005554,0,0,0,0,2.356619709,0,3.942286662,0.945870538,2.171140176,3.506436842,0,0,11.04568207,0,9.232488712,9.499548742,0.769431548,5.550350336,17.68617555,4.083902667,10.02628817,8.027991167,10.91368243,4.652841908,0,0.578802571,0.460209134,0,3.167618039,0,0.390292625
VC_0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344120467,0,0,0,0,0,0,0,0,0,0,0,0
VC_0236,0,10.0591796,1.656995019,3.363264357,0.702410701,0.753131685,3.009508559,9.990941758,5.372521648,0,8.779507127,18.90167828,0.546383288,21.61168388,21.25221281,25.95123469,0,36.43096149,0,34.91384143,2.585584068,0,1.094880671,0,1.032509476,0.3524789,0,0,0,0,0,0.223236298,0,1.238369059,4.10224824,2.8285668,0.283547983,0,0.75721039,0.400001148,0.204344965,0.395760029,0,1.351428456,0.569964944,0,0.960885636,0,0,0,0,0,2.384801642,0,3.531920924,0.853983013,0,0.282951034,0,0,0,0,0,0,1.722863105,0,0.938085412,8.892725994,15.38098196,15.99066053,1.97464406,3.504742604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815467485,0,0,0
VC_0238,0,0.812503577,0,0,0,0,0,0,0,0,0,0.679846573,0,0,0,0.80636968,0,0,0,3.574311173,0,0,0.873249749,0.147377245,0.475355419,3.702731618,0,2.67170684,0.983602625,0.64951579,0,1.789615426,0,1.784336309,6.70063897,1.289884262,0,0,0,0.267044893,0.165413049,0,0,3.519069894,0,0,0,0,0,0,0.608802869,2.168090977,0,0,0,0,0,0,0,0,0,0,0,0,2.568542693,0,0,1.947203815,1.390082048,3.474390256,0.185303004,0.317139023,7.15613149,0,0,1.438078908,0,0,0,0,0.914405597,0,0,19.63711503,0,1.999011344,0,0,0.448174056,0,5.073904787
VC_0239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324479105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346502412,0,2.093942676,2.186448913,2.146674863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0240,0,0,0,0.156682455,5.014684536,6.738564625,0.184506991,0,0,0,0,0,0,0,0,0.925187906,0,4.942671646,0,2.017051036,0,0,0,23.55173828,0,0,0,6.579412897,0,2.763573326,5.137502003,4.812086495,0,8.758429958,4.049943765,0,0,0,10.82466113,0,0,0.264635355,0.403780755,0,0.306363601,0,0.385892649,0,1.026875155,6.067629951,0,0,5.568504912,0,0,9.380915745,0,2.949944686,0,0,0,0,0,0,15.02738752,0,2.59597949,7.74054178,0.202877337,0.416155392,5.926570874,4.922953664,3.632254749,0,3.070699527,0,0,0.467309171,0,1.659224831,0.328262374,3.094497108,0,1.106529748,0,5.519690005,0,0,2.278363987,0,7.142362995
VC_0241,0,0,0,15.67786036,8.652380298,0,0.951138597,0,0.565874634,0,1.59313511,1.941598856,0.62965186,0.318890887,0.775175721,0,0,13.87869035,0,3.227958099,1.061809343,0,0.975355317,1.557754135,0,6.726012558,0,0,0,0,1.256727486,2.366735709,0,0,0,0,0,0,0,0.19424448,0.386260575,0,0,3.465602044,4.971455535,0,1.695678019,0,0.382851849,0.193687254,0,0,0.685861268,0,0,1.998971358,0,1.002079139,0,0,0.308382702,8.945702163,0.252206025,7.418466692,8.321718008,0,0,1.604545133,0.570849336,1.112274173,6.06375472,8.485518479,0.262335687,0,0,2.465559568,0,0.527138751,1.378984498,0.197317105,7.011597513,0.417357221,31.32068325,0,0,3.121590518,0,0.753500794,2.479730794,0,0
VC_0242,0,0.862851441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415681295,0,0,0,0,0,0,0,0,0.856144044,0,0,0,0.504320379,0,0.271539187,0,0,0.574221142,0.726206898,2.062167131,0,0.282224688,0.600828944,0,0,0,4.781380246,0.378303292,1.329262254,0,5.384859731,0,0.480039654,0.351079328,2.232409544,0,1.625071913,3.029737315,0,1.205079944,0,0,0,0,0,0,0.35611064,0,0,0,0,0,10.24649939,4.210570331,3.335773939,0,1.434135257,62.48436768,0.748916517,22.24646514,14.9397741,8.324432177,52.58192017,13.1985222,15.05757176,4.114469901,0,0,0,0.792251451,0.226530093,0,3.306774688
VC_0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848874021,0,0,0.733181509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189874294,0,0,0,0,0,0.982834511,0,0,0,1.44930653,0,1.81416479,1.407237587,0
VC_0247,0,0,0.790752929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC_0248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.932464718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.764680066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
